uid,iid,label
602,15028,1
602,1319,1
602,25036,1
602,15031,1
606,9487,1
606,9475,1
606,30333,1
606,9766,1
606,6097,1
609,13392,1
609,22654,1
609,10639,1
609,22899,1
613,9780,1
613,824,1
613,438,1
613,598,1
640,14889,1
640,14620,1
640,3073,1
640,29359,1
652,17044,1
652,16762,1
652,1198,1
652,26080,1
652,20360,1
659,321,1
659,1512,1
659,7224,1
659,25,1
659,24993,1
675,6554,1
675,6555,1
675,30040,1
675,11508,1
675,8910,1
685,12537,1
685,5494,1
685,8277,1
685,23624,1
686,9487,1
686,16576,1
686,18290,1
686,26226,1
691,23513,1
691,1669,1
691,270,1
691,8883,1
691,22779,1
699,20307,1
699,11134,1
699,11143,1
699,8256,1
699,19875,1
707,7596,1
707,18370,1
707,7600,1
707,21332,1
720,6924,1
720,6608,1
720,6974,1
720,29434,1
729,9598,1
729,12391,1
729,7350,1
729,8703,1
730,19683,1
730,12676,1
730,82,1
730,29378,1
733,4471,1
733,4530,1
733,33,1
733,4338,1
733,3259,1
734,5607,1
734,23857,1
734,19427,1
734,27196,1
735,12438,1
735,17260,1
735,6988,1
735,5897,1
743,26698,1
743,2868,1
743,9924,1
771,6471,1
771,20304,1
771,16181,1
771,26292,1
777,26822,1
777,18799,1
777,11563,1
777,16995,1
780,4258,1
780,72,1
780,22115,1
780,5820,1
784,640,1
784,12727,1
784,5119,1
784,2800,1
790,18130,1
790,23753,1
790,23640,1
790,10571,1
797,19513,1
797,3524,1
797,26685,1
797,593,1
797,22950,1
799,12685,1
799,640,1
799,239,1
799,27,1
799,83,1
801,15117,1
801,3280,1
801,4396,1
801,25185,1
801,7844,1
811,19927,1
811,5987,1
811,29963,1
811,27665,1
811,17067,1
830,23440,1
830,21288,1
830,25353,1
830,18278,1
833,5052,1
833,8888,1
833,2517,1
833,26,1
834,570,1
834,26936,1
835,28793,1
835,28660,1
835,5944,1
835,14436,1
838,1696,1
838,10893,1
838,27,1
838,2814,1
842,7288,1
842,7286,1
842,7307,1
842,21709,1
845,9710,1
845,5526,1
845,21882,1
845,13940,1
852,21064,1
852,444,1
852,1520,1
852,448,1
852,3423,1
854,1239,1
854,23430,1
854,9793,1
854,18417,1
856,6432,1
856,951,1
856,24401,1
856,603,1
857,28555,1
857,5606,1
857,17379,1
857,27124,1
861,801,1
861,16943,1
861,4112,1
861,24526,1
865,17023,1
865,22014,1
865,18589,1
865,5666,1
867,6234,1
867,1812,1
867,6249,1
867,27,1
867,645,1
878,6582,1
878,5055,1
878,7244,1
878,6697,1
878,8028,1
886,14056,1
886,12606,1
886,385,1
886,1068,1
886,1069,1
890,2749,1
890,12519,1
890,15397,1
890,448,1
890,8732,1
902,15059,1
902,18077,1
902,27421,1
903,7238,1
903,504,1
903,7633,1
903,7242,1
903,7236,1
908,27505,1
908,1915,1
908,25316,1
908,26964,1
909,1906,1
909,8998,1
909,508,1
909,603,1
909,600,1
911,11724,1
911,22888,1
911,17766,1
911,25024,1
923,10723,1
923,2657,1
923,2658,1
923,18077,1
924,20127,1
924,2455,1
924,14106,1
924,27,1
926,12723,1
926,12746,1
926,25466,1
926,4138,1
926,21077,1
927,5407,1
927,5377,1
927,20041,1
927,781,1
946,454,1
946,17422,1
946,12659,1
946,21654,1
953,9328,1
953,3919,1
953,1394,1
953,1395,1
953,333,1
956,12754,1
956,22824,1
956,2325,1
956,1939,1
956,85,1
962,8440,1
962,5320,1
962,26466,1
962,4710,1
970,7401,1
970,25719,1
970,26794,1
970,29632,1
970,7386,1
976,3435,1
976,799,1
976,28509,1
976,24662,1
976,621,1
982,26612,1
982,12378,1
982,22626,1
982,22627,1
984,547,1
984,20665,1
984,8437,1
984,9753,1
985,29307,1
985,25898,1
985,20629,1
985,20026,1
993,24567,1
993,15619,1
993,18926,1
993,23221,1
997,640,1
997,6461,1
997,18026,1
997,27,1
997,13244,1
1008,22150,1
1008,20325,1
1008,5170,1
1008,594,1
1008,24651,1
1008,4135,1
1011,14056,1
1011,12606,1
1011,385,1
1011,1069,1
1011,392,1
1012,279,1
1012,26676,1
1012,25430,1
1012,2393,1
1017,23131,1
1017,18825,1
1017,18844,1
1017,25078,1
1017,28591,1
1028,5781,1
1028,118,1
1028,89,1
1028,8959,1
1043,14001,1
1043,11672,1
1043,13944,1
1045,12154,1
1045,26817,1
1045,8261,1
1045,18963,1
1049,24,1
1049,324,1
1049,17,1
1049,1541,1
1049,508,1
1054,1302,1
1054,72,1
1054,5688,1
1054,645,1
1058,6799,1
1058,3261,1
1058,3301,1
1058,8732,1
1067,13038,1
1067,13046,1
1067,13040,1
1067,13039,1
1075,15456,1
1075,15735,1
1075,24051,1
1075,24049,1
1079,26465,1
1079,14976,1
1079,10673,1
1079,13503,1
1081,9546,1
1081,12752,1
1081,19668,1
1081,24048,1
1081,15120,1
1083,7238,1
1083,23177,1
1083,7239,1
1083,9267,1
1083,14299,1
1095,19302,1
1095,17064,1
1095,21725,1
1095,30744,1
1095,28709,1
1103,9541,1
1103,4151,1
1103,23715,1
1103,11309,1
1106,2598,1
1106,1203,1
1106,11843,1
1106,19506,1
1106,3988,1
1109,19084,1
1109,3839,1
1109,23473,1
1109,17738,1
1112,23408,1
1112,16701,1
1112,23345,1
1112,10727,1
1126,14266,1
1126,2156,1
1126,20516,1
1126,20922,1
1126,20577,1
1127,9616,1
1127,21885,1
1127,7418,1
1127,17232,1
1130,5049,1
1130,1997,1
1130,2460,1
1130,1994,1
1130,43,1
1144,11746,1
1144,8530,1
1144,3988,1
1154,18120,1
1154,24630,1
1154,17001,1
1154,414,1
1166,23320,1
1166,28506,1
1166,5712,1
1166,2192,1
1176,20016,1
1176,8083,1
1176,8297,1
1176,9467,1
1200,646,1
1200,2459,1
1200,651,1
1200,3198,1
1205,1277,1
1205,27440,1
1205,17867,1
1205,17748,1
1216,1046,1
1216,23831,1
1216,3911,1
1216,17836,1
1222,5707,1
1222,5751,1
1222,16734,1
1222,14329,1
1232,8143,1
1232,5089,1
1232,22525,1
1232,1523,1
1235,18204,1
1235,384,1
1235,27,1
1235,13862,1
1255,1915,1
1255,72,1
1255,14061,1
1255,13999,1
1256,30942,1
1256,11134,1
1256,27415,1
1256,5029,1
1260,1061,1
1260,2104,1
1260,9986,1
1260,4860,1
1261,1239,1
1261,20474,1
1261,20410,1
1261,3505,1
1261,3499,1
1267,11724,1
1267,5617,1
1267,18140,1
1267,7666,1
1277,5757,1
1277,2432,1
1277,72,1
1277,4790,1
1293,21840,1
1293,8191,1
1293,7582,1
1293,18435,1
1293,1952,1
1297,5162,1
1297,28498,1
1297,7600,1
1297,7596,1
1300,10495,1
1300,10491,1
1300,16168,1
1300,10498,1
1304,646,1
1304,9499,1
1304,22007,1
1304,2192,1
1310,17000,1
1310,1994,1
1310,499,1
1310,27,1
1315,444,1
1315,599,1
1315,3435,1
1315,2754,1
1315,1964,1
1316,6254,1
1316,1974,1
1316,3840,1
1316,3818,1
1337,25021,1
1337,384,1
1337,16745,1
1337,2580,1
1339,23450,1
1339,8586,1
1339,27417,1
1339,90,1
1342,11694,1
1342,7318,1
1342,11640,1
1342,7313,1
1347,27274,1
1347,16150,1
1347,14246,1
1347,29397,1
1365,1882,1
1365,14755,1
1365,18621,1
1365,25977,1
1370,2711,1
1370,15749,1
1370,15756,1
1370,12684,1
1375,12735,1
1375,2432,1
1375,16633,1
1375,12709,1
1379,16751,1
1379,22780,1
1379,2156,1
1379,652,1
1393,10066,1
1393,7611,1
1393,4246,1
1393,16735,1
1406,26185,1
1406,17002,1
1406,24439,1
1406,6531,1
1413,4216,1
1413,22722,1
1413,7796,1
1413,508,1
1413,3988,1
1414,6936,1
1414,23617,1
1414,5905,1
1414,19064,1
1416,15783,1
1416,12948,1
1416,7602,1
1416,22739,1
1416,8277,1
1419,22741,1
1419,22443,1
1419,651,1
1419,16292,1
1433,15035,1
1433,15036,1
1433,3989,1
1433,5009,1
1434,5170,1
1434,72,1
1434,24364,1
1434,5514,1
1443,8022,1
1443,9013,1
1443,19796,1
1443,8019,1
1443,8020,1
1454,12526,1
1454,607,1
1454,3488,1
1454,13670,1
1456,23348,1
1456,26705,1
1456,22318,1
1456,1206,1
1457,5496,1
1457,13359,1
1457,5502,1
1457,14041,1
1470,37,1
1470,23,1
1470,1416,1
1470,6997,1
1472,347,1
1472,730,1
1472,2098,1
1472,1357,1
1474,21067,1
1474,14318,1
1474,13667,1
1474,5170,1
1483,347,1
1483,13823,1
1483,29554,1
1483,16613,1
1484,18044,1
1484,19554,1
1484,1463,1
1484,20916,1
1487,19357,1
1487,16289,1
1487,20957,1
1487,13335,1
1487,16286,1
1496,640,1
1496,4900,1
1496,17968,1
1496,26773,1
1496,7341,1
1496,11559,1
1498,596,1
1498,21890,1
1498,20145,1
1498,12527,1
1499,12946,1
1499,12954,1
1499,16500,1
1499,22584,1
1499,1230,1
1513,6858,1
1513,22498,1
1513,14362,1
1513,6600,1
1519,99,1
1519,2454,1
1519,4500,1
1519,3950,1
1523,22129,1
1523,7654,1
1523,20534,1
1523,27478,1
1533,17219,1
1533,20216,1
1533,21513,1
1533,20167,1
1543,37,1
1543,5171,1
1543,9507,1
1543,24838,1
1554,4375,1
1554,7523,1
1554,270,1
1554,4138,1
1554,1225,1
1571,9874,1
1571,6492,1
1571,1994,1
1571,5170,1
1605,15407,1
1605,18305,1
1605,23023,1
1605,12720,1
1605,14101,1
1613,24407,1
1613,15265,1
1613,3816,1
1613,13074,1
1619,19816,1
1619,14735,1
1619,18417,1
1619,3813,1
1619,16621,1
1635,22445,1
1635,14488,1
1635,14498,1
1635,3096,1
1659,15389,1
1659,384,1
1659,29007,1
1659,18703,1
1659,28924,1
1663,6221,1
1663,64,1
1663,1815,1
1663,17551,1
1672,64,1
1672,11811,1
1672,1777,1
1672,25532,1
1684,29461,1
1684,26460,1
1684,2726,1
1684,9962,1
1687,20070,1
1687,14161,1
1687,5682,1
1687,5683,1
1687,4779,1
1693,5162,1
1693,1090,1
1693,20694,1
1693,18355,1
1693,1434,1
1744,8476,1
1744,24871,1
1744,17790,1
1744,17038,1
1746,21339,1
1746,9533,1
1746,507,1
1746,1395,1
1746,1165,1
1751,3672,1
1751,25284,1
1751,5089,1
1751,26947,1
1751,43,1
1752,27067,1
1752,483,1
1752,18570,1
1752,15765,1
1772,20305,1
1772,2432,1
1772,1994,1
1772,2156,1
1787,12438,1
1787,149,1
1787,8883,1
1787,98,1
1801,1113,1
1801,2283,1
1801,923,1
1801,315,1
1826,959,1
1826,1131,1
1826,21539,1
1826,3929,1
1826,5327,1
1834,330,1
1834,344,1
1834,4732,1
1834,3037,1
1843,72,1
1843,2686,1
1843,6408,1
1843,6997,1
1844,7532,1
1844,2052,1
1844,1910,1
1844,1909,1
1858,1870,1
1858,7017,1
1858,4687,1
1858,455,1
1861,5070,1
1861,3799,1
1861,885,1
1878,1112,1
1878,957,1
1878,8743,1
1878,1180,1
1888,3746,1
1888,18482,1
1888,8929,1
1888,4002,1
1903,12674,1
1903,11560,1
1903,4245,1
1903,235,1
1904,5695,1
1904,22754,1
1904,26753,1
1904,5694,1
1904,5712,1
1906,1,1
1906,3797,1
1906,26,1
1906,8822,1
1906,341,1
1907,3858,1
1907,16429,1
1907,8410,1
1907,603,1
1907,22071,1
1909,10505,1
1909,22872,1
1909,13804,1
1909,4625,1
1917,5077,1
1917,11425,1
1917,873,1
1917,510,1
1917,893,1
1923,590,1
1923,4118,1
1923,1300,1
1923,9145,1
1932,7677,1
1932,3774,1
1932,16456,1
1932,9522,1
1949,15720,1
1949,24260,1
1949,16733,1
1949,20567,1
1952,5514,1
1952,280,1
1952,26677,1
1952,27,1
1957,6278,1
1957,8372,1
1957,2509,1
1957,25421,1
1967,21202,1
1967,10240,1
1967,27115,1
1967,6293,1
1986,640,1
1986,3105,1
1986,1479,1
1986,15609,1
1986,7980,1
1992,2678,1
1992,3913,1
1992,23325,1
1992,25794,1
1992,2285,1
2001,4346,1
2001,3958,1
2001,3200,1
2001,23373,1
2002,646,1
2002,430,1
2002,20123,1
2002,4026,1
2036,8813,1
2036,4044,1
2036,6280,1
2036,985,1
2036,2426,1
2041,20565,1
2041,2306,1
2041,8875,1
2041,26247,1
2042,2289,1
2042,25546,1
2042,26947,1
2042,7563,1
2047,22079,1
2047,3287,1
2047,10859,1
2047,1693,1
2062,23249,1
2062,23250,1
2062,9384,1
2062,4620,1
2062,16778,1
2070,12981,1
2070,8570,1
2070,16080,1
2070,7637,1
2070,1204,1
2071,23668,1
2071,26288,1
2071,10093,1
2071,2196,1
2071,22745,1
2089,4095,1
2089,4010,1
2089,4127,1
2089,6476,1
2089,17458,1
2113,20143,1
2113,443,1
2113,20046,1
2113,734,1
2117,5795,1
2117,2677,1
2117,11626,1
2117,5820,1
2119,6733,1
2119,13429,1
2119,72,1
2119,8830,1
2130,12523,1
2130,18208,1
2130,8275,1
2130,12522,1
2141,20249,1
2141,10203,1
2141,10190,1
2141,28625,1
2144,23821,1
2144,23219,1
2144,22250,1
2144,22249,1
2147,24877,1
2147,12801,1
2147,23813,1
2147,25109,1
2147,14662,1
2148,14316,1
2148,504,1
2148,808,1
2148,517,1
2152,4128,1
2152,8161,1
2152,13694,1
2152,645,1
2153,15664,1
2153,23967,1
2153,7933,1
2153,10224,1
2174,22511,1
2174,2604,1
2174,22496,1
2174,1267,1
2177,27409,1
2177,7340,1
2177,9981,1
2177,23360,1
2177,1435,1
2195,5662,1
2195,16744,1
2195,438,1
2195,3721,1
2201,6520,1
2201,14816,1
2201,6531,1
2201,22832,1
2212,6960,1
2212,14294,1
2212,6915,1
2212,17306,1
2212,14254,1
2216,21840,1
2216,1069,1
2216,3156,1
2216,8389,1
2216,3166,1
2225,4504,1
2225,310,1
2225,2755,1
2225,3332,1
2236,5170,1
2236,834,1
2236,10211,1
2236,20093,1
2236,23139,1
2245,5115,1
2245,324,1
2245,7075,1
2245,23616,1
2271,18305,1
2271,21497,1
2271,20834,1
2271,5694,1
2271,19680,1
2298,24991,1
2298,5870,1
2298,25265,1
2298,593,1
2315,110,1
2315,12747,1
2315,7623,1
2315,16758,1
2315,29644,1
2320,28764,1
2320,25920,1
2320,5937,1
2320,5934,1
2326,25686,1
2326,26958,1
2326,29970,1
2326,20683,1
2326,23858,1
2332,26085,1
2332,22770,1
2332,18740,1
2332,20475,1
2334,504,1
2334,502,1
2334,593,1
2334,1390,1
2335,20062,1
2335,607,1
2335,656,1
2335,2455,1
2336,8995,1
2336,1997,1
2336,1989,1
2336,1988,1
2336,1022,1
2342,11480,1
2342,3522,1
2342,3500,1
2342,13694,1
2342,13356,1
2343,27340,1
2343,25687,1
2343,459,1
2343,3654,1
2347,22460,1
2347,3570,1
2347,3601,1
2347,20795,1
2352,11801,1
2352,2268,1
2352,4375,1
2352,2011,1
2353,998,1
2353,18412,1
2353,1777,1
2353,12327,1
2362,2388,1
2362,1360,1
2362,876,1
2362,12337,1
2362,6,1
2365,25509,1
2365,4909,1
2365,10522,1
2365,24084,1
2366,32,1
2366,1021,1
2366,4493,1
2366,2242,1
2384,2853,1
2384,4744,1
2384,1200,1
2384,1487,1
2394,9122,1
2394,2673,1
2394,3989,1
2394,9317,1
2398,8399,1
2398,1052,1
2398,1059,1
2398,11959,1
2409,3746,1
2409,1267,1
2409,26703,1
2409,12038,1
2418,16930,1
2418,7148,1
2418,24238,1
2418,11274,1
2418,4960,1
2447,14966,1
2447,8312,1
2447,27328,1
2447,14222,1
2450,25877,1
2450,1453,1
2450,20696,1
2450,18031,1
2467,8164,1
2467,342,1
2467,1585,1
2467,7849,1
2467,7012,1
2472,3293,1
2472,6362,1
2472,26,1
2472,8373,1
2474,26477,1
2474,25705,1
2474,1670,1
2476,2514,1
2476,9699,1
2476,4787,1
2476,3271,1
2479,12438,1
2479,11718,1
2479,26828,1
2479,1360,1
2479,4390,1
2481,1620,1
2481,1670,1
2481,2348,1
2481,324,1
2483,8971,1
2483,1784,1
2483,10517,1
2483,26,1
2491,347,1
2491,2451,1
2491,2161,1
2491,9397,1
2492,23566,1
2492,4063,1
2492,6292,1
2492,414,1
2506,2632,1
2506,21878,1
2506,11929,1
2506,1206,1
2509,15820,1
2509,2615,1
2509,6584,1
2509,16333,1
2509,16300,1
2511,8518,1
2511,1429,1
2511,2998,1
2511,1206,1
2515,384,1
2515,3839,1
2515,6569,1
2515,8122,1
2518,15483,1
2518,15484,1
2518,15503,1
2518,15504,1
2518,15492,1
2520,16132,1
2520,16016,1
2520,18079,1
2520,16995,1
2522,22224,1
2522,5022,1
2522,26217,1
2522,8059,1
2539,10093,1
2539,15336,1
2539,8240,1
2539,1434,1
2542,22892,1
2542,25593,1
2542,4912,1
2542,7666,1
2544,7601,1
2544,1005,1
2544,7602,1
2544,26876,1
2545,1936,1
2545,2195,1
2545,26,1
2545,43,1
2549,26244,1
2549,9780,1
2549,16661,1
2549,4737,1
2549,543,1
2572,26237,1
2572,11768,1
2572,5939,1
2572,8341,1
2574,10502,1
2574,705,1
2574,9181,1
2574,9169,1
2579,1666,1
2579,9078,1
2579,10913,1
2579,14772,1
2579,9127,1
2585,12113,1
2585,12505,1
2585,8821,1
2585,16550,1
2585,220,1
2590,1491,1
2590,6330,1
2590,1591,1
2590,10149,1
2590,2022,1
2591,11806,1
2591,11654,1
2591,7320,1
2591,12707,1
2591,8232,1
2592,775,1
2592,24,1
2592,27,1
2592,4134,1
2597,2052,1
2597,320,1
2597,523,1
2597,66,1
2601,23793,1
2601,15263,1
2601,9802,1
2601,22095,1
2609,14797,1
2609,27,1
2609,4333,1
2609,2355,1
2610,13212,1
2610,21155,1
2610,588,1
2610,16173,1
2610,9144,1
2612,974,1
2612,4697,1
2612,341,1
2612,2347,1
2612,1270,1
2618,886,1
2618,4932,1
2618,2328,1
2618,940,1
2618,1390,1
2623,959,1
2623,1390,1
2623,5253,1
2628,1877,1
2628,6,1
2628,8407,1
2628,1487,1
2642,1552,1
2642,7204,1
2642,10208,1
2642,3942,1
2642,12575,1
2648,24536,1
2648,928,1
2648,26552,1
2648,2292,1
2655,509,1
2655,9061,1
2655,21535,1
2655,1898,1
2673,10633,1
2673,3796,1
2673,1461,1
2673,24181,1
2679,862,1
2679,9256,1
2679,3774,1
2679,980,1
2679,12421,1
2683,334,1
2683,60,1
2683,17856,1
2683,2332,1
2683,2292,1
2694,18320,1
2694,1936,1
2694,5250,1
2694,1172,1
2694,3942,1
2695,5402,1
2695,24327,1
2695,2404,1
2695,2523,1
2698,1491,1
2698,4319,1
2698,3397,1
2698,25360,1
2699,20342,1
2699,4039,1
2699,3949,1
2699,15912,1
2702,640,1
2702,5447,1
2702,1671,1
2702,7535,1
2706,25705,1
2706,475,1
2706,2098,1
2706,25234,1
2728,7,1
2728,9497,1
2728,930,1
2728,79,1
2728,1898,1
2734,6220,1
2734,32,1
2734,1938,1
2734,516,1
2734,2837,1
2736,347,1
2736,1915,1
2736,22109,1
2736,14051,1
2739,2158,1
2739,2441,1
2739,1638,1
2739,4246,1
2743,17493,1
2743,10778,1
2743,10727,1
2743,16698,1
2744,14580,1
2744,9534,1
2744,13967,1
2744,13908,1
2752,12750,1
2752,385,1
2752,3188,1
2752,8823,1
2752,12690,1
2760,26983,1
2760,9672,1
2760,7468,1
2760,7435,1
2778,12438,1
2778,1997,1
2778,63,1
2778,2508,1
2794,2184,1
2794,2107,1
2794,8396,1
2794,2244,1
2796,69,1
2796,663,1
2796,1496,1
2796,2342,1
2811,345,1
2811,5325,1
2811,339,1
2811,26700,1
2812,1589,1
2812,325,1
2812,2060,1
2812,12009,1
2833,24622,1
2833,26585,1
2833,2723,1
2833,20045,1
2836,590,1
2836,26859,1
2836,2341,1
2836,1732,1
2852,3876,1
2852,2291,1
2852,5085,1
2852,19656,1
2883,13714,1
2883,6907,1
2883,6869,1
2883,13344,1
2883,12422,1
2903,24824,1
2903,10838,1
2903,9961,1
2903,9962,1
2919,14509,1
2919,384,1
2919,11005,1
2919,7331,1
2922,5481,1
2922,1790,1
2922,1604,1
2922,8835,1
2925,4328,1
2925,1275,1
2925,26,1
2925,502,1
2946,26805,1
2946,19697,1
2946,12116,1
2946,18499,1
2946,7403,1
2964,4793,1
2964,640,1
2964,29349,1
2964,19859,1
2969,26757,1
2969,8936,1
2969,2196,1
2969,24502,1
2972,13326,1
2972,505,1
2972,1939,1
2972,414,1
2975,12134,1
2975,25051,1
2975,1585,1
2975,43,1
2985,4077,1
2985,102,1
2985,4106,1
2985,2035,1
2990,1997,1
2990,505,1
2990,6224,1
2990,8825,1
2999,2769,1
2999,4330,1
2999,2037,1
2999,274,1
2999,1756,1
3002,318,1
3002,1407,1
3002,20339,1
3002,2384,1
3002,60,1
3013,5632,1
3013,5622,1
3013,5636,1
3013,5629,1
3017,5342,1
3017,7308,1
3017,1915,1
3017,22106,1
3028,16656,1
3028,26382,1
3028,3194,1
3028,26302,1
3028,3613,1
3030,10808,1
3030,12290,1
3030,16468,1
3030,3988,1
3035,384,1
3035,640,1
3035,30041,1
3035,7530,1
3042,23404,1
3042,1689,1
3042,63,1
3042,9161,1
3044,17,1
3044,12577,1
3044,4716,1
3044,1390,1
3050,14183,1
3050,134,1
3050,4394,1
3050,26266,1
3050,18948,1
3054,14096,1
3054,24729,1
3054,9879,1
3054,14062,1
3054,28148,1
3060,17374,1
3060,16931,1
3060,16932,1
3060,20337,1
3069,23131,1
3069,15341,1
3069,7668,1
3069,455,1
3070,19472,1
3070,28557,1
3070,16059,1
3070,14997,1
3072,14604,1
3072,27167,1
3072,15224,1
3072,15012,1
3072,14997,1
3073,9659,1
3073,7374,1
3073,25723,1
3073,15715,1
3085,22976,1
3085,21344,1
3085,28480,1
3087,1452,1
3087,7341,1
3087,20558,1
3087,15609,1
3087,24588,1
3089,1012,1
3089,11249,1
3089,5514,1
3089,23589,1
3091,3123,1
3091,7991,1
3091,3128,1
3091,20376,1
3097,6984,1
3097,20515,1
3097,25209,1
3097,6929,1
3097,20571,1
3102,10067,1
3102,19846,1
3102,26254,1
3102,123,1
3104,551,1
3104,24,1
3104,8550,1
3104,8275,1
3104,8316,1
3107,17992,1
3107,18043,1
3107,24328,1
3107,1435,1
3111,6497,1
3111,20622,1
3111,10060,1
3111,14331,1
3116,1051,1
3116,1438,1
3116,8319,1
3116,363,1
3116,2249,1
3128,7051,1
3128,1360,1
3128,2563,1
3128,957,1
3134,1642,1
3134,26645,1
3134,347,1
3134,348,1
3141,45,1
3141,4204,1
3141,2,1
3141,3910,1
3145,12549,1
3145,5342,1
3145,21477,1
3145,14147,1
3146,6694,1
3146,1915,1
3146,4249,1
3146,18810,1
3148,3727,1
3148,15178,1
3148,22461,1
3148,23044,1
3152,26035,1
3152,8700,1
3152,26808,1
3152,26533,1
3152,10087,1
3160,23403,1
3160,17877,1
3160,8922,1
3160,17870,1
3162,15194,1
3162,15183,1
3162,20791,1
3162,3619,1
3171,8905,1
3171,1997,1
3171,13190,1
3171,9085,1
3172,13110,1
3172,25490,1
3172,9091,1
3172,1997,1
3173,5283,1
3173,4782,1
3173,22661,1
3173,1907,1
3174,10043,1
3174,470,1
3174,2195,1
3174,27,1
3176,454,1
3176,17422,1
3176,12686,1
3176,423,1
3178,5565,1
3178,2485,1
3178,7500,1
3178,1378,1
3186,928,1
3186,25302,1
3186,21642,1
3186,508,1
3187,26959,1
3187,11754,1
3187,18378,1
3187,18383,1
3193,1186,1
3193,206,1
3193,18398,1
3193,2759,1
3194,3200,1
3194,458,1
3194,16654,1
3194,10001,1
3194,13422,1
3202,8351,1
3202,2462,1
3202,2455,1
3202,1723,1
3202,4358,1
3203,26962,1
3203,19792,1
3203,43,1
3203,9545,1
3207,10513,1
3207,5893,1
3207,1002,1
3207,7627,1
3208,3864,1
3208,544,1
3208,6825,1
3208,504,1
3216,29,1
3216,6334,1
3216,270,1
3216,1616,1
3218,270,1
3218,25265,1
3218,451,1
3218,24795,1
3220,454,1
3220,6618,1
3220,19056,1
3220,24220,1
3221,679,1
3221,680,1
3221,9143,1
3221,11012,1
3221,10842,1
3224,16740,1
3224,2443,1
3224,1594,1
3224,66,1
3224,4018,1
3228,342,1
3228,7242,1
3228,11720,1
3228,5228,1
3228,7241,1
3230,4793,1
3230,5200,1
3230,72,1
3230,5218,1
3236,20477,1
3236,4385,1
3236,8375,1
3236,1190,1
3236,26591,1
3241,2193,1
3241,13673,1
3241,20621,1
3241,15982,1
3243,2216,1
3243,1968,1
3243,8998,1
3243,2536,1
3251,347,1
3251,19568,1
3251,1479,1
3251,5176,1
3254,6733,1
3254,9116,1
3254,7287,1
3254,8346,1
3257,5457,1
3257,16779,1
3257,22844,1
3257,1640,1
3259,5159,1
3259,22629,1
3259,22344,1
